vow,aspect,seed,outcome,hp,maxHp,gold,goldEarned,deck,nFights
5,duskblade,4156,loss,0,72,183,437,26,14
5,duskblade,4157,loss,0,62,168,864,40,24
5,duskblade,4158,loss,0,72,148,219,20,9
5,duskblade,4159,win,31,54,133,862,45,22
5,duskblade,4160,loss,0,72,325,266,20,10
5,duskblade,4161,win,27,62,3,699,42,21
5,duskblade,4162,loss,0,54,22,421,31,15
5,duskblade,4163,win,30,54,20,943,51,30
5,duskblade,4164,loss,0,64,446,387,27,15
5,duskblade,4165,win,9,64,98,701,44,22
5,duskblade,4166,win,46,72,892,1051,44,30
5,duskblade,4167,win,56,70,92,1114,52,28
5,duskblade,4168,loss,0,72,125,225,24,10
5,duskblade,4169,loss,0,64,264,320,25,13
5,duskblade,4170,win,61,62,139,1059,45,24
5,duskblade,4171,win,44,62,828,1075,43,28
5,duskblade,4172,win,25,62,922,1111,37,24
5,duskblade,4173,loss,0,72,127,908,45,25
5,duskblade,4174,win,36,62,397,835,44,26
5,duskblade,4175,loss,0,62,192,366,26,11
5,duskblade,4176,loss,0,64,330,392,29,15
5,duskblade,4177,loss,0,72,212,499,28,13
5,duskblade,4178,loss,0,54,503,444,26,16
5,duskblade,4179,win,53,54,24,738,41,17
5,duskblade,4180,loss,0,54,361,452,31,17
5,duskblade,4181,loss,0,62,101,526,32,18
5,duskblade,4182,win,34,62,92,872,43,24
5,duskblade,4183,loss,0,64,53,893,49,25
5,duskblade,4184,loss,0,62,215,985,45,26
5,duskblade,4185,win,26,62,945,1101,43,28
5,duskblade,4186,loss,0,70,129,506,31,17
5,duskblade,4187,win,37,70,325,1003,44,28
5,duskblade,4188,win,16,62,74,1136,52,28
5,duskblade,4189,loss,0,72,245,288,26,13
5,duskblade,4190,loss,0,72,21,197,22,9
5,duskblade,4191,win,45,62,43,829,47,27
5,duskblade,4192,win,26,62,314,809,37,20
5,duskblade,4193,loss,0,64,73,142,21,7
5,duskblade,4194,loss,0,54,290,1084,45,25
5,duskblade,4195,win,15,54,27,964,47,26
5,duskblade,4196,loss,0,62,3,634,32,17
5,duskblade,4197,loss,0,72,341,242,21,11
5,duskblade,4198,win,46,54,101,1117,47,25
5,duskblade,4199,win,47,54,400,891,40,25
5,ashwarden,4000,win,33,70,8,991,50,30
5,ashwarden,4001,loss,0,80,534,475,28,15
5,ashwarden,4002,loss,0,62,239,306,24,12
5,ashwarden,4003,loss,0,62,19,412,26,13
5,ashwarden,4004,loss,0,62,91,452,34,17
5,ashwarden,4005,win,36,62,9,821,44,24
5,ashwarden,4006,win,38,70,519,876,41,27
5,ashwarden,4007,loss,0,72,331,420,26,13
5,ashwarden,4008,win,34,70,46,911,39,22
5,ashwarden,4009,loss,0,70,95,780,43,23
5,ashwarden,4010,win,19,62,110,804,41,24
5,ashwarden,4011,loss,0,88,297,198,21,10
5,ashwarden,4012,win,47,70,138,1032,44,24
5,ashwarden,4013,win,29,70,169,1004,44,24
5,ashwarden,4014,loss,0,70,804,843,37,23
5,ashwarden,4015,loss,0,62,422,944,41,27
5,ashwarden,4016,loss,0,62,221,1070,48,28
5,ashwarden,4017,loss,0,80,118,420,28,14
5,ashwarden,4018,loss,0,62,963,1014,45,32
5,ashwarden,4019,loss,0,70,46,407,31,17
5,ashwarden,4020,loss,0,70,264,444,31,17
5,ashwarden,4021,win,62,62,746,727,36,22
5,ashwarden,4022,win,36,70,241,947,49,30
5,ashwarden,4023,loss,0,62,25,432,31,15
5,ashwarden,4024,win,35,70,8,771,41,21
5,ashwarden,4025,loss,0,62,414,315,21,11
5,ashwarden,4026,loss,0,80,33,858,48,25
5,ashwarden,4027,win,61,70,83,1124,45,28
5,ashwarden,4028,loss,0,80,40,384,30,15
5,ashwarden,4029,win,36,70,209,1035,43,25
5,ashwarden,4030,win,40,70,744,1146,48,32
5,ashwarden,4031,loss,0,70,315,918,38,22
5,ashwarden,4032,loss,0,72,189,1025,41,24
5,ashwarden,4033,loss,0,78,131,554,31,14
5,ashwarden,4034,loss,0,88,824,883,42,29
5,ashwarden,4035,loss,0,62,1,1005,45,24
5,ashwarden,4036,loss,0,80,324,442,28,17
5,ashwarden,4037,loss,0,70,382,918,42,25
5,ashwarden,4038,win,56,78,206,833,43,24
5,ashwarden,4039,win,65,70,278,1045,39,23
5,ashwarden,4040,win,31,70,13,836,44,25
5,ashwarden,4041,loss,0,70,130,543,34,16
5,ashwarden,4042,loss,0,80,580,672,30,18
5,ashwarden,4043,loss,0,80,33,170,20,8
5,ashwarden,4044,win,39,70,607,979,40,25
5,ashwarden,4045,win,35,62,386,800,39,22
5,ashwarden,4046,loss,0,62,609,713,36,23
5,ashwarden,4047,win,30,70,185,806,38,21
5,ashwarden,4048,loss,0,70,285,675,37,23
5,ashwarden,4049,loss,0,72,311,393,24,12
5,ashwarden,4050,win,44,62,354,935,41,24
5,ashwarden,4051,win,39,70,190,1069,46,24
5,ashwarden,4052,loss,0,70,248,442,29,16
5,ashwarden,4053,loss,0,72,108,298,20,7
5,ashwarden,4054,loss,0,88,397,623,30,18
5,ashwarden,4055,loss,0,62,179,776,41,23
5,ashwarden,4056,loss,0,80,248,149,20,8
5,ashwarden,4057,loss,0,70,122,899,46,25
5,ashwarden,4058,win,39,78,40,917,43,23
5,ashwarden,4059,win,70,70,165,901,49,27
5,ashwarden,4060,loss,0,80,60,608,33,17
5,ashwarden,4061,win,45,62,276,1017,46,27
5,ashwarden,4062,win,49,62,394,870,39,21
5,ashwarden,4063,win,27,62,968,909,34,22
5,ashwarden,4064,loss,0,80,359,490,28,16
5,ashwarden,4065,loss,0,78,748,1039,37,24
5,ashwarden,4066,win,31,70,29,968,41,24
5,ashwarden,4067,win,37,78,384,849,42,25
5,ashwarden,4068,loss,0,70,33,405,31,16
5,ashwarden,4069,loss,0,72,204,313,25,12
5,ashwarden,4070,loss,0,80,226,127,20,7
5,ashwarden,4071,loss,0,80,352,428,25,13
5,ashwarden,4072,loss,0,70,138,999,41,22
5,ashwarden,4073,loss,0,80,293,194,20,11
5,ashwarden,4074,loss,0,80,269,170,19,9
5,ashwarden,4075,win,42,70,249,1108,45,26
5,ashwarden,4076,loss,0,54,37,812,38,19
5,ashwarden,4077,loss,0,80,340,453,30,16
5,ashwarden,4078,loss,0,70,41,391,27,12
5,ashwarden,4079,win,37,70,22,1064,46,25
5,ashwarden,4080,loss,0,70,110,739,39,21
5,ashwarden,4081,win,31,62,11,951,46,26
5,ashwarden,4082,win,25,70,460,959,44,27
5,ashwarden,4083,loss,0,88,295,380,27,16
5,ashwarden,4084,win,51,62,47,755,41,22
5,ashwarden,4085,win,64,70,33,808,38,22
5,ashwarden,4086,loss,0,70,285,425,26,15
5,ashwarden,4087,win,21,70,77,928,44,25
5,ashwarden,4088,loss,0,72,130,465,31,17
5,ashwarden,4089,loss,0,72,251,152,20,9
5,ashwarden,4090,loss,0,80,60,282,24,10
5,ashwarden,4091,loss,0,88,373,274,21,11
5,ashwarden,4092,win,7,62,65,764,40,21
5,ashwarden,4093,loss,0,78,249,951,40,26
5,ashwarden,4094,loss,0,62,108,359,31,15
5,ashwarden,4095,win,46,70,308,890,39,22
5,ashwarden,4096,loss,0,80,545,486,27,14
5,ashwarden,4097,loss,0,62,346,453,26,16
5,ashwarden,4098,win,40,70,30,773,42,24
5,ashwarden,4099,loss,0,70,356,426,25,14
5,ashwarden,4100,loss,0,62,412,417,27,16
5,ashwarden,4101,win,39,70,18,968,40,20
5,ashwarden,4102,win,32,62,2,848,43,23
5,ashwarden,4103,loss,0,80,127,257,23,11
5,ashwarden,4104,win,40,70,399,870,38,22
5,ashwarden,4105,win,54,70,7,845,40,21
5,ashwarden,4106,win,39,70,148,867,38,23
5,ashwarden,4107,win,70,70,7,1072,46,27
5,ashwarden,4108,win,25,70,399,1045,40,25
5,ashwarden,4109,win,47,72,57,740,42,22
5,ashwarden,4110,loss,0,70,241,303,22,10
5,ashwarden,4111,loss,0,62,238,921,40,21
5,ashwarden,4112,win,29,70,98,983,44,25
5,ashwarden,4113,win,53,70,133,816,44,22
5,ashwarden,4114,loss,0,80,858,799,33,23
5,ashwarden,4115,loss,0,88,293,194,20,8
5,ashwarden,4116,loss,0,80,124,273,21,8
5,ashwarden,4117,win,31,70,30,1029,45,24
5,ashwarden,4118,loss,0,70,156,307,27,14
5,ashwarden,4119,loss,0,72,167,68,16,6
5,ashwarden,4120,loss,0,70,298,909,45,25
5,ashwarden,4121,win,70,70,53,867,46,29
5,ashwarden,4122,loss,0,70,374,501,29,16
5,ashwarden,4123,loss,0,78,427,629,28,15
5,ashwarden,4124,loss,0,80,41,203,24,9
5,ashwarden,4125,loss,0,80,236,137,20,9
5,ashwarden,4126,win,16,62,1184,1125,41,30
5,ashwarden,4127,loss,0,80,0,514,31,15
5,ashwarden,4128,win,40,78,78,1068,46,25
5,ashwarden,4129,loss,0,70,306,384,28,14
5,ashwarden,4130,win,17,62,252,914,43,27
5,ashwarden,4131,win,69,70,85,1050,43,25
5,ashwarden,4132,loss,0,80,65,128,19,8
5,ashwarden,4133,loss,0,80,329,414,27,14
5,ashwarden,4134,loss,0,80,55,418,30,16
5,ashwarden,4135,loss,0,80,504,445,28,17
5,ashwarden,4136,loss,0,80,197,253,20,7
5,ashwarden,4137,win,14,62,486,900,42,26
5,ashwarden,4138,win,22,62,412,858,42,25
5,ashwarden,4139,win,41,70,23,847,44,21
5,ashwarden,4140,win,65,70,455,859,41,22
5,ashwarden,4141,loss,0,70,76,875,44,25
5,ashwarden,4142,win,62,62,15,959,46,22
5,ashwarden,4143,loss,0,80,355,296,21,9
5,ashwarden,4144,win,31,78,372,826,39,25
5,ashwarden,4145,loss,0,62,527,428,27,15
5,ashwarden,4146,win,41,78,61,1041,51,29
5,ashwarden,4147,loss,0,72,33,506,34,17
5,ashwarden,4148,loss,0,70,292,432,28,16
5,ashwarden,4149,loss,0,70,185,813,43,25
5,ashwarden,4150,loss,0,70,285,363,25,12
5,ashwarden,4151,loss,0,62,298,430,26,12
5,ashwarden,4152,loss,0,80,115,373,29,14
5,ashwarden,4153,win,53,70,31,1166,46,24
5,ashwarden,4154,win,48,70,494,932,46,26
5,ashwarden,4155,loss,0,70,280,1026,41,24
5,ashwarden,4156,loss,0,80,3,277,23,10
5,ashwarden,4157,win,42,62,40,953,47,25
5,ashwarden,4158,loss,0,70,358,418,24,13
5,ashwarden,4159,loss,0,72,237,865,44,26
5,ashwarden,4160,loss,0,80,327,268,20,10
5,ashwarden,4161,loss,0,80,5,412,31,16
5,ashwarden,4162,win,78,80,55,842,42,22
5,ashwarden,4163,loss,0,80,318,219,22,11
5,ashwarden,4164,loss,0,80,542,483,27,15
5,ashwarden,4165,win,62,62,72,824,42,22
5,ashwarden,4166,loss,0,70,118,506,32,18
5,ashwarden,4167,loss,0,72,61,702,37,18
5,ashwarden,4168,loss,0,80,150,755,42,23
5,ashwarden,4169,loss,0,70,216,275,26,13
5,ashwarden,4170,win,8,70,15,945,52,26
5,ashwarden,4171,win,34,62,276,1133,39,22
5,ashwarden,4172,win,13,80,160,970,44,24
5,ashwarden,4173,win,44,78,26,869,45,29
5,ashwarden,4174,loss,0,80,235,392,29,14
5,ashwarden,4175,win,48,70,8,818,42,21
5,ashwarden,4176,loss,0,62,115,368,30,14
5,ashwarden,4177,loss,0,70,384,407,26,13
5,ashwarden,4178,loss,0,62,121,1075,47,26
5,ashwarden,4179,win,70,70,72,839,41,23
5,ashwarden,4180,loss,0,72,361,466,31,19
5,ashwarden,4181,win,51,70,46,1029,49,26
5,ashwarden,4182,loss,0,70,326,420,24,13
5,ashwarden,4183,loss,0,80,18,498,32,16
5,ashwarden,4184,win,46,78,50,851,45,27
5,ashwarden,4185,win,53,70,500,1051,44,24
5,ashwarden,4186,loss,0,70,749,690,33,22
5,ashwarden,4187,win,31,70,13,1148,51,29
5,ashwarden,4188,loss,0,70,510,451,24,13
5,ashwarden,4189,loss,0,78,416,474,29,17
5,ashwarden,4190,loss,0,72,434,606,32,16
5,ashwarden,4191,win,24,62,5,880,42,25
5,ashwarden,4192,loss,0,78,701,762,34,22
5,ashwarden,4193,loss,0,62,359,956,43,23
5,ashwarden,4194,loss,0,70,533,634,30,18
5,ashwarden,4195,loss,0,70,233,840,41,25
5,ashwarden,4196,win,36,70,611,1081,39,24
5,ashwarden,4197,loss,0,72,76,547,31,18
5,ashwarden,4198,win,70,70,61,1171,48,29
5,ashwarden,4199,win,21,62,890,1019,42,29
