vow,aspect,seed,outcome,hp,maxHp,gold,goldEarned,deck,nFights
5,duskblade,4155,loss,0,62,620,521,25,15
5,duskblade,4156,loss,0,72,183,437,26,14
5,duskblade,4157,loss,0,62,220,978,43,26
5,duskblade,4158,loss,0,72,148,219,20,9
5,duskblade,4159,win,52,54,198,927,45,22
5,duskblade,4160,loss,0,72,325,266,20,10
5,duskblade,4161,win,48,62,144,785,41,22
5,duskblade,4162,win,21,62,234,880,45,25
5,duskblade,4163,win,30,54,13,936,51,30
5,duskblade,4164,win,29,54,432,906,39,23
5,duskblade,4165,loss,0,64,52,605,40,19
5,duskblade,4166,loss,0,72,330,489,32,18
5,duskblade,4167,win,56,70,92,1114,52,28
5,duskblade,4168,loss,0,72,125,225,24,10
5,duskblade,4169,loss,0,64,86,142,21,9
5,duskblade,4170,win,62,62,139,1059,45,24
5,duskblade,4171,win,43,62,295,1089,50,30
5,duskblade,4172,loss,0,70,732,1236,42,25
5,duskblade,4173,loss,0,72,127,908,45,25
5,duskblade,4174,loss,0,62,397,835,44,26
5,duskblade,4175,loss,0,62,192,366,26,11
5,duskblade,4176,loss,0,64,287,349,27,13
5,duskblade,4177,win,62,62,125,833,41,19
5,duskblade,4178,loss,0,54,503,444,26,16
5,duskblade,4179,win,62,62,186,1040,43,22
5,duskblade,4180,loss,0,54,361,452,31,17
5,duskblade,4181,loss,0,54,253,398,29,15
5,duskblade,4182,win,44,62,91,871,43,24
5,duskblade,4183,loss,0,64,53,893,49,25
5,duskblade,4184,loss,0,62,215,985,45,26
5,duskblade,4185,win,21,54,76,948,44,26
5,duskblade,4186,loss,0,62,90,831,43,23
5,duskblade,4187,win,19,70,325,1003,44,28
5,duskblade,4188,win,16,62,74,1136,52,28
5,duskblade,4189,loss,0,80,104,147,22,9
5,duskblade,4190,loss,0,72,21,197,22,9
5,duskblade,4191,win,45,62,43,829,47,27
5,duskblade,4192,loss,0,62,314,809,37,20
5,duskblade,4193,loss,0,64,73,142,21,7
5,duskblade,4194,loss,0,72,339,372,27,15
5,duskblade,4195,win,34,62,118,1028,44,26
5,duskblade,4196,loss,0,62,3,634,32,17
5,duskblade,4197,loss,0,72,341,242,21,11
5,duskblade,4198,win,57,62,457,1181,45,26
5,duskblade,4199,loss,0,54,425,916,40,25
5,ashwarden,4000,win,42,70,500,874,45,29
5,ashwarden,4001,loss,0,72,627,568,27,14
5,ashwarden,4002,loss,0,62,239,306,24,12
5,ashwarden,4003,loss,0,62,19,412,26,13
5,ashwarden,4004,loss,0,62,34,720,43,23
5,ashwarden,4005,win,31,62,6,1063,45,24
5,ashwarden,4006,win,50,70,513,870,38,25
5,ashwarden,4007,loss,0,72,331,420,26,13
5,ashwarden,4008,win,37,70,22,906,41,22
5,ashwarden,4009,loss,0,70,95,780,43,23
5,ashwarden,4010,win,22,62,110,804,41,24
5,ashwarden,4011,loss,0,88,297,198,21,10
5,ashwarden,4012,win,47,70,138,1032,44,24
5,ashwarden,4013,win,29,70,169,1004,44,24
5,ashwarden,4014,loss,0,70,804,843,37,23
5,ashwarden,4015,loss,0,62,422,944,41,27
5,ashwarden,4016,win,14,62,221,1070,48,28
5,ashwarden,4017,loss,0,80,118,420,28,14
5,ashwarden,4018,loss,0,70,552,603,33,22
5,ashwarden,4019,loss,0,70,46,407,31,17
5,ashwarden,4020,loss,0,70,264,444,31,17
5,ashwarden,4021,win,62,62,15,993,53,28
5,ashwarden,4022,win,36,70,241,947,49,30
5,ashwarden,4023,loss,0,62,25,432,31,15
5,ashwarden,4024,win,35,70,8,771,41,21
5,ashwarden,4025,loss,0,62,414,315,21,11
5,ashwarden,4026,loss,0,80,33,858,48,25
5,ashwarden,4027,loss,0,80,564,465,28,16
5,ashwarden,4028,loss,0,62,19,314,29,12
5,ashwarden,4029,loss,0,62,53,801,36,20
5,ashwarden,4030,win,40,70,744,1146,48,32
5,ashwarden,4031,loss,0,70,315,918,38,22
5,ashwarden,4032,loss,0,80,36,486,33,16
5,ashwarden,4033,loss,0,78,131,554,31,14
5,ashwarden,4034,loss,0,88,387,446,32,20
5,ashwarden,4035,loss,0,70,231,1048,45,25
5,ashwarden,4036,loss,0,80,324,442,28,17
5,ashwarden,4037,win,28,80,508,1044,42,25
5,ashwarden,4038,win,53,78,206,833,43,24
5,ashwarden,4039,win,70,70,466,890,37,23
5,ashwarden,4040,win,18,70,13,836,44,25
5,ashwarden,4041,loss,0,70,129,542,33,16
5,ashwarden,4042,loss,0,80,580,672,30,18
5,ashwarden,4043,loss,0,80,33,170,20,8
5,ashwarden,4044,win,42,70,612,984,40,25
5,ashwarden,4045,loss,0,72,0,137,18,7
5,ashwarden,4046,loss,0,62,609,713,36,23
5,ashwarden,4047,win,30,70,185,806,38,21
5,ashwarden,4048,win,19,70,658,972,38,23
5,ashwarden,4049,loss,0,72,311,393,24,12
5,ashwarden,4050,win,49,62,354,935,41,24
5,ashwarden,4051,win,70,70,206,1097,46,24
5,ashwarden,4052,loss,0,70,248,442,29,16
5,ashwarden,4053,loss,0,72,108,298,20,7
5,ashwarden,4054,loss,0,88,397,623,30,18
5,ashwarden,4055,win,62,62,92,742,43,23
5,ashwarden,4056,loss,0,80,248,149,20,8
5,ashwarden,4057,loss,0,70,122,899,46,25
5,ashwarden,4058,win,32,78,40,917,43,23
5,ashwarden,4059,win,63,70,55,885,48,27
5,ashwarden,4060,win,70,70,168,1073,44,26
5,ashwarden,4061,win,45,62,276,1017,46,27
5,ashwarden,4062,loss,0,70,815,999,37,21
5,ashwarden,4063,loss,0,54,966,907,34,22
5,ashwarden,4064,win,38,78,740,854,36,23
5,ashwarden,4065,loss,0,78,748,1039,37,24
5,ashwarden,4066,win,78,78,190,941,43,26
5,ashwarden,4067,win,39,78,384,849,42,25
5,ashwarden,4068,loss,0,70,33,405,31,16
5,ashwarden,4069,loss,0,72,204,313,25,12
5,ashwarden,4070,loss,0,80,231,132,20,7
5,ashwarden,4071,loss,0,80,352,428,25,13
5,ashwarden,4072,loss,0,70,138,999,41,22
5,ashwarden,4073,loss,0,80,293,194,20,11
5,ashwarden,4074,loss,0,80,269,170,19,9
5,ashwarden,4075,loss,0,80,938,1115,40,27
5,ashwarden,4076,loss,0,54,34,809,38,19
5,ashwarden,4077,win,37,62,35,817,44,25
5,ashwarden,4078,loss,0,70,45,393,27,12
5,ashwarden,4079,win,23,70,22,1064,46,25
5,ashwarden,4080,win,27,62,12,661,39,19
5,ashwarden,4081,loss,0,62,166,840,42,25
5,ashwarden,4082,win,25,70,460,959,44,27
5,ashwarden,4083,loss,0,88,295,380,27,16
5,ashwarden,4084,win,51,62,47,755,41,22
5,ashwarden,4085,win,45,70,11,819,43,22
5,ashwarden,4086,loss,0,70,285,425,26,15
5,ashwarden,4087,win,21,70,77,928,44,25
5,ashwarden,4088,loss,0,72,126,461,31,17
5,ashwarden,4089,loss,0,72,251,152,20,9
5,ashwarden,4090,loss,0,80,60,282,24,10
5,ashwarden,4091,loss,0,88,373,274,21,11
5,ashwarden,4092,win,54,78,469,998,43,24
5,ashwarden,4093,loss,0,78,249,951,40,26
5,ashwarden,4094,loss,0,72,50,303,29,12
5,ashwarden,4095,win,49,70,501,1031,43,26
5,ashwarden,4096,win,46,70,14,838,42,22
5,ashwarden,4097,loss,0,62,346,453,26,16
5,ashwarden,4098,win,40,70,30,773,42,24
5,ashwarden,4099,loss,0,70,356,426,25,14
5,ashwarden,4100,loss,0,62,412,417,27,16
5,ashwarden,4101,loss,0,70,40,974,42,22
5,ashwarden,4102,win,36,62,2,848,43,23
5,ashwarden,4103,loss,0,80,127,257,23,11
5,ashwarden,4104,loss,0,88,13,513,35,16
5,ashwarden,4105,win,48,70,59,873,41,21
5,ashwarden,4106,win,22,70,567,961,41,24
5,ashwarden,4107,win,70,70,7,1072,46,27
5,ashwarden,4108,win,25,70,399,1045,40,25
5,ashwarden,4109,win,32,80,49,805,42,18
5,ashwarden,4110,loss,0,70,241,303,22,10
5,ashwarden,4111,win,37,70,164,873,40,21
5,ashwarden,4112,win,30,70,98,983,44,25
5,ashwarden,4113,win,53,70,133,816,44,22
5,ashwarden,4114,loss,0,80,858,799,33,23
5,ashwarden,4115,loss,0,88,293,194,20,8
5,ashwarden,4116,loss,0,80,124,273,21,8
5,ashwarden,4117,win,31,70,30,1029,45,24
5,ashwarden,4118,loss,0,70,150,301,27,14
5,ashwarden,4119,loss,0,72,167,68,16,6
5,ashwarden,4120,loss,0,70,298,909,45,25
5,ashwarden,4121,loss,0,78,33,957,50,29
5,ashwarden,4122,loss,0,62,655,822,37,23
5,ashwarden,4123,loss,0,78,427,629,28,15
5,ashwarden,4124,loss,0,80,41,203,24,9
5,ashwarden,4125,loss,0,80,236,137,20,9
5,ashwarden,4126,win,16,62,1184,1125,41,30
5,ashwarden,4127,loss,0,80,0,514,31,15
5,ashwarden,4128,win,49,70,508,1119,47,29
5,ashwarden,4129,loss,0,70,313,391,28,14
5,ashwarden,4130,win,26,62,252,914,43,27
5,ashwarden,4131,win,70,70,81,1048,42,25
5,ashwarden,4132,loss,0,80,65,128,19,8
5,ashwarden,4133,loss,0,80,32,404,27,14
5,ashwarden,4134,loss,0,80,55,418,30,16
5,ashwarden,4135,loss,0,80,504,445,28,17
5,ashwarden,4136,loss,0,80,197,253,20,7
5,ashwarden,4137,win,16,88,117,1169,50,29
5,ashwarden,4138,win,26,62,412,858,42,25
5,ashwarden,4139,loss,0,62,236,598,35,18
5,ashwarden,4140,win,38,70,348,752,41,22
5,ashwarden,4141,win,25,70,227,883,44,25
5,ashwarden,4142,win,70,70,9,982,47,25
5,ashwarden,4143,loss,0,80,355,296,21,9
5,ashwarden,4144,win,34,62,338,791,37,22
5,ashwarden,4145,loss,0,62,527,428,27,15
5,ashwarden,4146,loss,0,88,463,485,33,20
5,ashwarden,4147,loss,0,72,33,506,34,17
5,ashwarden,4148,loss,0,70,292,432,28,16
5,ashwarden,4149,loss,0,70,185,813,43,25
5,ashwarden,4150,loss,0,70,285,363,25,12
5,ashwarden,4151,loss,0,62,443,627,30,17
5,ashwarden,4152,loss,0,70,5,289,27,11
5,ashwarden,4153,win,39,78,170,1350,52,26
5,ashwarden,4154,win,48,70,494,932,46,26
5,ashwarden,4155,loss,0,70,280,1026,41,24
5,ashwarden,4156,loss,0,80,3,277,23,10
5,ashwarden,4157,win,42,62,40,953,47,25
5,ashwarden,4158,loss,0,70,358,418,24,13
5,ashwarden,4159,win,21,72,237,865,44,26
5,ashwarden,4160,loss,0,80,327,268,20,10
5,ashwarden,4161,loss,0,70,18,611,38,20
5,ashwarden,4162,loss,0,70,39,814,45,23
5,ashwarden,4163,loss,0,80,318,219,22,11
5,ashwarden,4164,loss,0,80,542,483,27,15
5,ashwarden,4165,loss,0,62,131,779,41,22
5,ashwarden,4166,win,58,62,56,1016,48,29
5,ashwarden,4167,loss,0,72,61,702,37,18
5,ashwarden,4168,win,63,80,77,725,42,23
5,ashwarden,4169,loss,0,70,221,288,25,13
5,ashwarden,4170,win,14,70,15,945,52,26
5,ashwarden,4171,win,14,62,127,969,39,21
5,ashwarden,4172,loss,0,80,160,970,44,24
5,ashwarden,4173,win,44,78,26,869,45,29
5,ashwarden,4174,win,36,72,143,764,44,25
5,ashwarden,4175,win,42,70,8,818,42,21
5,ashwarden,4176,win,28,70,55,907,42,26
5,ashwarden,4177,win,23,62,322,899,40,22
5,ashwarden,4178,win,61,70,540,1261,43,28
5,ashwarden,4179,win,43,70,72,839,41,23
5,ashwarden,4180,loss,0,72,361,466,31,19
5,ashwarden,4181,loss,0,72,70,488,35,17
5,ashwarden,4182,loss,0,70,326,420,24,13
5,ashwarden,4183,loss,0,80,18,498,32,16
5,ashwarden,4184,win,43,70,118,918,42,24
5,ashwarden,4185,loss,0,62,353,740,35,19
5,ashwarden,4186,win,53,62,903,844,36,24
5,ashwarden,4187,win,47,70,1,1118,54,29
5,ashwarden,4188,loss,0,70,561,502,26,15
5,ashwarden,4189,loss,0,78,416,474,29,17
5,ashwarden,4190,win,8,78,174,1234,45,25
5,ashwarden,4191,win,56,62,27,871,39,23
5,ashwarden,4192,loss,0,78,701,762,34,22
5,ashwarden,4193,win,26,62,308,959,43,23
5,ashwarden,4194,loss,0,80,503,542,32,20
5,ashwarden,4195,loss,0,70,233,840,41,25
5,ashwarden,4196,win,19,70,438,908,39,24
5,ashwarden,4197,loss,0,72,76,547,31,18
5,ashwarden,4198,win,31,62,967,1086,40,27
5,ashwarden,4199,win,21,62,890,1019,42,29
